date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:45	305902/305902	---MC-	200	added ('OK')	image/webp	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/img/studentlife/house_logos/12-Wayanad.webp	./ds/study.iitm.ac.in/ds/assets/img/studentlife/house_logos/12-Wayanad.webp	(from https://study.iitm.ac.in/ds/student_life.html)
15:51:46	305902/305902	---MC-	200	added ('OK')	image/webp	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/img/studentlife/house_logos/12-Wayanad-large.webp	./ds/study.iitm.ac.in/ds/assets/img/studentlife/house_logos/12-Wayanad-large.webp	(from https://study.iitm.ac.in/ds/student_life.html)
15:51:47	2739/2739	---MCZ	200	added ('OK')	image/svg+xml	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/img/studentlife/Icon1.svg	./ds/study.iitm.ac.in/ds/assets/img/studentlife/Icon1.svg	(from https://study.iitm.ac.in/ds/student_life.html)
15:51:48	2645/2645	---MCZ	200	added ('OK')	image/svg+xml	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/img/studentlife/Icon2.svg	./ds/study.iitm.ac.in/ds/assets/img/studentlife/Icon2.svg	(from https://study.iitm.ac.in/ds/student_life.html)
15:51:49	1980/1980	---MCZ	200	added ('OK')	image/svg+xml	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/img/studentlife/Icon3.svg	./ds/study.iitm.ac.in/ds/assets/img/studentlife/Icon3.svg	(from https://study.iitm.ac.in/ds/student_life.html)
15:51:49	4099/4099	---MCZ	200	added ('OK')	image/svg+xml	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/img/studentlife/Icon6.svg	./ds/study.iitm.ac.in/ds/assets/img/studentlife/Icon6.svg	(from https://study.iitm.ac.in/ds/student_life.html)
15:51:51	3432/3432	---MCZ	200	added ('OK')	image/svg+xml	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/img/studentlife/Icon4.svg	./ds/study.iitm.ac.in/ds/assets/img/studentlife/Icon4.svg	(from https://study.iitm.ac.in/ds/student_life.html)
15:51:52	7343/7343	---MCZ	200	added ('OK')	image/svg+xml	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/img/studentlife/Icon5.svg	./ds/study.iitm.ac.in/ds/assets/img/studentlife/Icon5.svg	(from https://study.iitm.ac.in/ds/student_life.html)
15:51:53	3568/3568	---MC-	200	added ('OK')	text/javascript	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/js/custom/testimonials.js	./ds/study.iitm.ac.in/ds/assets/js/custom/testimonials.js	(from https://study.iitm.ac.in/ds/testimonials.html)
15:51:54	1494/1494	---MC-	200	added ('OK')	text/css	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/css/tos.css	./ds/study.iitm.ac.in/ds/assets/css/tos.css	(from https://study.iitm.ac.in/ds/tos.html)
15:51:55	58864/58864	---MCZ	200	added ('OK')	text/html	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/code_of_conduct.html	./ds/study.iitm.ac.in/ds/code_of_conduct.html	(from https://study.iitm.ac.in/ds/tos.html)
15:51:56	58990/58990	---MCZ	200	added ('OK')	text/html	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/honour_code.html	./ds/study.iitm.ac.in/ds/honour_code.html	(from https://study.iitm.ac.in/ds/tos.html)
15:51:57	1494/1494	---MCZ	200	added ('OK')	text/css	etag:%22V_UsdQ%22	https://study.iitm.ac.in/ds/assets/css/privacyPolicy.css	./ds/study.iitm.ac.in/ds/assets/css/privacyPolicy.css	(from https://study.iitm.ac.in/ds/privacy_policy.html)
